currentId,title,overview,genres,runtime,releaseDate,posterPath
1176,Mixed Nuts,The events focus around a crisis hotline business on one crazy night during the Christmas holidays.,"Comedy, Drama, Romance",97.0,1994-12-21,https://flixpatrol.com/runtime/cache/files/posters/g/w350/q4kYWVXsPhD23XhGCBaWHoEITHC.jpg
1179,Miami Rhapsody,"Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt, but she has misgivings about their future together. Her fear of commitment grows as she learns of the various affairs that her family is having. With her sister getting married and her brother already married, her mother is growing concerned about Gwyn's being the last single person in the family. But the more she thinks about marriage, the more she must search for the balance between career, marriage and family.","Comedy, Romance",95.0,1995-01-27,https://flixpatrol.com/runtime/cache/files/posters/g/w350/jn2kmqCgRcloNYr121BB4BmgSRu.jpg
1186,Murder in the First,"Inspired by a true story. A petty criminal sent to Alcatraz in the 1930s is caught attempting to make an escape. As punishment he is put in solitary confinement. The maximum stay is supposed to be 19 days, but Henri spends years alone, cold and in complete darkness, only to emerge a madman and soon to be a murderer. The story follows a rookie lawyer attempting to prove that Alcatraz was to blame.","Crime, Drama",122.0,1995-01-20,https://flixpatrol.com/runtime/cache/files/posters/g/w350/jPbBDALAjTQFzCl21ZKmhjSjEmD.jpg
1189,Nell,"In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.","Drama, Thriller",112.0,1994-12-23,https://flixpatrol.com/runtime/cache/files/posters/g/w350/4XLF6QkUqMDL5SLDEw1nrpSMk8N.jpg
1200,Natural Born Killers,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,"Crime, Thriller, Drama",119.0,1994-08-25,https://flixpatrol.com/runtime/cache/files/posters/g/w350/w5sruoTQ87PFAGRJQyyaCOM1C4A.jpg
1201,Only You,"A childhood incident has convinced Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to settle down and marry a foot doctor, Faith impulsively flies to Venice when it seems that she may be able to finally encounter the man of her dreams. Instead, she meets the charming Peter Wright. But can they fall in love if she still believes that she is intended to be with someone else?","Comedy, Drama, Romance",115.0,1994-09-17,https://flixpatrol.com/runtime/cache/files/posters/g/w350/eaHH1hnbZ9wIUHjYKlqJUwpTBan.jpg
1203,Once Were Warriors,"A drama about a Maori family lving in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",Drama,99.0,1994-09-02,https://flixpatrol.com/runtime/cache/files/posters/g/w350/8QF48QS5lvtrhOclt22RFz3bSQm.jpg
1206,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.","Action, Drama, Thriller",127.0,1995-03-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg
1207,Leon: The Professional,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.","Thriller, Crime, Drama",110.0,1994-09-14,https://flixpatrol.com/runtime/cache/files/posters/g/w350/gE8S02QUOhVnAmYu4tcrBlMTujz.jpg
1210,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","Thriller, Crime",154.0,1994-09-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/dM2w364MScsjFf8pfMbaWUcWrR.jpg
1211,Panther,Panther is a semi-historic film about the origins of The Black Panther Party for Self-Defense. The movie spans about 3 years (1966-68) of the Black Panther's history in Oakland. Panther also uses historical footage (B/W) to emphasize some points.,Drama,124.0,1995-11-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/lHxczIhjEXFuxUyLf5ktdwoIdZq.jpg
1213,Quiz Show,Quiz Show is a 1994 American historical drama film which tells the true story of the Twenty One quiz show scandal of the 1950s.,"History, Drama",133.0,1994-09-16,https://flixpatrol.com/runtime/cache/files/posters/g/w350/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg
1215,Queen Margot,"The night of August 24, 1572, is known as the Massacre of St. Bartholomew. In France a religious war is raging. In order to impose peace a forced wedding is arranged between Margot de Valois, sister of the immature Catholic King Charles IX, and the Hugenot King Henri of Navarre. Catherine of Medici maintains her behind-the-scenes power by ordering assaults, poisonings, and instigations to incest.","Drama, History",162.0,1994-05-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/jBE7n0rJjL9f7BhBMojKVFDhsNI.jpg
1218,Prêt-à-Porter,"Paris Fashion Week draws the usual bunch of people; designers, reporters, models, magazine editors, photographers. Follows the various storylines of these characters, centering around a murder investigation of a prominent fashion figure. Features an all-star cast.","Drama, Comedy",133.0,1994-12-23,https://flixpatrol.com/runtime/cache/files/posters/g/w350/jP8ONbgwpQm5ojrtFuKCwvG1wCs.jpg
1230,The Swan Princess,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",Animation,89.0,1994-11-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/oYp2bckWNBKOIbznjAfypVoMOFl.jpg
1233,The Specialist,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.","Action, Thriller",110.0,1994-10-07,https://flixpatrol.com/runtime/cache/files/posters/g/w350/flK0OtdFRvfbs5BixEqU327H8ZB.jpg
1240,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","Drama, Crime",142.0,1994-09-23,https://flixpatrol.com/runtime/cache/files/posters/g/w350/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg
1246,Strawberry and Chocolate,"Havana, Cuba, 1979. Flamboyantly gay artist Diego (Jorge Perugorría) attempts to seduce the straight and strait-laced David, an idealistic young communist, and fails dismally. But David conspires to become friends with Diego so he can monitor the artist's subversive life for the state. As Diego and David discuss politics, individuality and personal expression in Castro's Cuba, a genuine friendship develops between the two. But can it last? Strawberry and Chocolate became an instant hit when it was released, and has become a classic of Cuban cinema due to its charming and authentic exploration of a connection between two people under historical circumstances that seem levelled against them.","Comedy, Drama",108.0,1993-01-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/7NdKNNrONwbmCOJgTO4wYjWzQyW.jpg
1248,The Sum of Us,"""The Sum of Us"" is an Aussie story about a father and a son both searching for love and sharing an unconventional bond. Harry, the father, is the caring and open-minded ""mate"" that borders on annoyance. His son Jeff unsuccessfully searches for love, with the unwanted guidance of his father.","Comedy, Drama, Romance",100.0,1994-07-12,https://flixpatrol.com/runtime/cache/files/posters/g/w350/rAQAUf6HHUyoT2Ii6jUmzMu5Ppf.jpg
1251,Tank Girl,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.","Action, Comedy, Fantasy",98.0,1995-03-31,https://flixpatrol.com/runtime/cache/files/posters/g/w350/n3QWQhb5oVJxTLNKMLmA9xC5XwB.jpg
1254,Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,"Action, Adventure, Thriller",118.0,1994-11-17,https://flixpatrol.com/runtime/cache/files/posters/g/w350/wjrXjlNpDq9U8vYmAwf420yDFtn.jpg
1264,Virtuosity,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him.","Action, Crime, Thriller",106.0,1995-08-04,https://flixpatrol.com/runtime/cache/files/posters/g/w350/7vdg9lA1un8TrNLlLKsaQtVqs4a.jpg
1265,While You Were Sleeping,"A love story built on a misunderstanding. A transit worker pulls commuter Peter off the tracks after he's mugged. But while he's in a coma, his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.","Comedy, Drama, Romance",103.0,1995-04-21,https://flixpatrol.com/runtime/cache/files/posters/g/w350/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg
1276,"The Adventures of Priscilla, Queen of the Desert","Two drag-queens and a transsexual contract to perform a drag show at a resort in Alice Springs, a resort town in the remote Australian desert. They head west from Sydney aboard their lavender bus, Priscilla. En route, it is discovered that the woman they've contracted with is the wife of one of the drag queens. Their bus breaks down, and is repaired by Bob, who travels on with them.","Drama, Comedy",104.0,1994-05-31,https://flixpatrol.com/runtime/cache/files/posters/g/w350/pmHRJPlAEiYATBIgKAa0IyY6Or7.jpg
1280,Backbeat,"Chronicles the early days of The Beatles in Hamburg, Germany. The film focuses primarily on the relationship between Stuart Sutcliffe (played by Stephen Dorff) and John Lennon (played by Ian Hart), and also with Sutcliffe's German girlfriend Astrid Kirchherr (played by Sheryl Lee).","Drama, Music",100.0,1994-04-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/zPhcqjKLThhzRPDoMEzVdjh431i.jpg
1281,Bitter Moon,"An embittered husband, paralyzed and in a wheelchair, buttonholes a complete stranger and begins to tell him the story of his marriage. The stranger would like to escape, but cannot. For one thing he grows fascinated by the story. For another he is mesmerized by the man's wife, who has perfected that trick of looking a man boldly in the eye until, by looking away, he concedes sexual supremacy.","Thriller, Drama, Romance",139.0,1992-09-02,https://flixpatrol.com/runtime/cache/files/posters/g/w350/sUiqWj0k5oPcThd1WaXvt9Vymzr.jpg
1283,Bullets Over Broadway,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.","Action, Comedy, Thriller",98.0,1994-10-14,https://flixpatrol.com/runtime/cache/files/posters/g/w350/tfplmiNdTDHHbZZ8AGmXBiB1xJj.jpg
1284,Clear and Present Danger,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,"Action, Drama, Thriller",141.0,1994-08-03,https://flixpatrol.com/runtime/cache/files/posters/g/w350/avRDucB3FLf1Xz5532hbOYd1giX.jpg
1287,"Corrina, Corrina","When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly out of her shell and shows father and daughter a whole new way of life. Manny and Corrina's friendship delights Molly and enrages the other townspeople.","Comedy, Drama, Family, Romance",115.0,1994-08-12,https://flixpatrol.com/runtime/cache/files/posters/g/w350/lUmJNC3RAW0OxAtDP8CDEld9pFq.jpg
1289,The Crow,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge.","Fantasy, Action, Thriller",102.0,1994-05-11,https://flixpatrol.com/runtime/cache/files/posters/g/w350/vrQZSCP3WeYXCTXdJQ6mXgxb9L4.jpg
1290,Cobb,"Al Stump is a famous sports-writer chosen by Ty Cobb to co-write his official, authorized 'autobiography' before his death. Cobb, widely feared and despised, feels misunderstood and wants to set the record straight about 'the greatest ball-player ever,' in his words.",Drama,128.0,1994-12-02,https://flixpatrol.com/runtime/cache/files/posters/g/w350/k6FYPlBJbH6e7UrDQ9B6LTNDSkD.jpg
1291,The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,"Fantasy, Comedy, Family",91.0,1994-05-26,https://flixpatrol.com/runtime/cache/files/posters/g/w350/dnYXJZgstixBsOjF4JJrPCDRd2n.jpg
1293,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.","Comedy, Drama, Romance",142.0,1994-07-06,https://flixpatrol.com/runtime/cache/files/posters/g/w350/yE5d3BUhE8hCnkMUJOo1QDoOGNz.jpg
1297,Four Weddings and a Funeral,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,"Comedy, Drama, Romance",117.0,1994-03-09,https://flixpatrol.com/runtime/cache/files/posters/g/w350/md9kMKnLG8LG4pMDM98gy5x4K5L.jpg
1302,Higher Learning,"Malik (Omar Epps) is an African-American student attending on a track scholarship; academics are not his strong suit, and he goes in thinking that his athletic abilities will earn him a free ride through college. Fudge (Ice Cube), a ""professional student"" who has been at Columbus for six years so far, becomes friendly with Malik and challenges his views about race and politics in America.","Romance, Drama, Crime",127.0,1995-01-11,https://flixpatrol.com/runtime/cache/files/posters/g/w350/cLeOjovcDq9kULToHuoXa1xmvET.jpg
1333,Little Buddha,Little Buddha is a movie about the life of Siddhartha starring Keanu Reeves and Bridget Fonda and directed by Bernardo Bertolucci.,"Drama, History",140.0,1993-12-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/lXbIlZEisZs2V44YGA6yr4PBHZs.jpg
1334,New Nightmare,"Freddy's back … and he's badder than ever! Nancy, the historical nemesis of the man with the satanic snarl and pitchfork fingers, discovers that a new monstrous demon has taken on Freddy's persona. Can Nancy stop this new threat in time to save her son?","Horror, Thriller, Mystery, Fantasy",112.0,1994-10-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/oLEZibnraixTE68rTaYv4FEmvYd.jpg
1356,The Naked Gun 33⅓: The Final Insult,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he is to find out what top terrorist, Rocco, has planned for when he escapes. Frank's wife, Jane, is desperate for a baby.. this adds to Frank's problems. A host of celebrities at the Academy awards ceremony are humiliated by Frank as he blunders his way trying to foil Rocco.","Comedy, Crime",83.0,1994-03-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/k3F8N3jeqXOpm1qjY7mL8O6vdx.jpg
1358,The Paper,"Henry Hackett is the editor of a New York City tabloid. He is a workaholic who loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchetman Alicia Clark, Henry's nemesis, impose unpopular cutbacks.","Comedy, Drama",112.0,1994-03-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/3FMfcgvjwgmyoT6Pp89wALzSUHT.jpg
1361,Reality Bites,"A small circle of friends suffering from post-collegiate blues must confront the hard truth about life, love and the pursuit of gainful employment. As they struggle to map out survival guides for the future, the Gen-X quartet soon begins to realize that reality isn't all it's cracked up to be.",Drama,99.0,1994-02-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/gbi7dmxPNVqJQpKnHOpZ9dmeWAO.jpg
1385,The River Wild,"While on a family vacation,  rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.","Action, Adventure, Crime, Thriller",111.0,1994-09-30,https://flixpatrol.com/runtime/cache/files/posters/g/w350/8NFAQxZud5Kisw1sd9WxfBG54.jpg
1393,Timecop,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.","Thriller, Action, Crime",99.0,1994-09-15,https://flixpatrol.com/runtime/cache/files/posters/g/w350/jCuhVKfj0vvR7iH8D5Aa0Q1ZX8e.jpg
1394,True Lies,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.","Action, Thriller",141.0,1994-07-14,https://flixpatrol.com/runtime/cache/files/posters/g/w350/mTAHr5h5i64hTLqo0cW2X2083Cx.jpg
1396,When a Man Loves a Woman,"An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior.","Drama, Romance",126.0,1994-04-29,https://flixpatrol.com/runtime/cache/files/posters/g/w350/n3B7MBFwyKj9OaTscDZlfJt8Ayy.jpg
1405,Wyatt Earp,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.","Drama, Action, Western",191.0,1994-06-24,https://flixpatrol.com/runtime/cache/files/posters/g/w350/zSGDgcWHqmQxmX4mLJZgT5UgLjj.jpg
1476,Colonel Chabert,"Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory, he goes back to Paris, where his ""widow"", Anne has married the Count Ferraud and is financing his rise to power using Chabert's money. Chabert hires a lawyer to help him get back his money and his honor.",Drama,110.0,1994-01-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/rzfli2FuCuE2n3b5FNQ6RmJCMEl.jpg
1552,Highlander: The Final Dimension,"Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.","Action, Fantasy",99.0,1994-11-29,https://flixpatrol.com/runtime/cache/files/posters/g/w350/8ZeckjmtObR3QPjzSm4X656vFS2.jpg
1573,Above the Rim,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.","Crime, Drama",96.0,1994-03-23,https://flixpatrol.com/runtime/cache/files/posters/g/w350/1ng4sowDKOPMJk9xO2G1g1c2DRs.jpg
1580,Addams Family Values,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.","Comedy, Family, Fantasy",94.0,1993-11-19,https://flixpatrol.com/runtime/cache/files/posters/g/w350/zEwEXGDvJ8Ou2s6XbLMPvMTX53S.jpg
1597,The Air Up There,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.","Comedy, Family",107.0,1994-01-07,https://flixpatrol.com/runtime/cache/files/posters/g/w350/9DqFILk5EHGRpBF1nM0lcFkjEdC.jpg
1610,Barcelona,"During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community.","Comedy, Drama, Romance",100.0,1994-07-29,https://flixpatrol.com/runtime/cache/files/posters/g/w350/ykfnXaAvepoUeGpDlqQTLAcTjjr.jpg
1616,The Beverly Hillbillies,"Jed Clampett and kin move from Arkansas to Beverly Hills when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife there are inevitably plenty of takers and con artists ready to make a fast buck",Comedy,93.0,1993-10-15,https://flixpatrol.com/runtime/cache/files/posters/g/w350/idzXsphp93p4a2CurbjACcqTVMq.jpg
1617,Beverly Hills Cop III,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.","Action, Comedy, Crime",104.0,1994-05-24,https://flixpatrol.com/runtime/cache/files/posters/g/w350/tw9gAhqQcBFX0X0XfVbWqUsmzoU.jpg
1635,Blue Chips,"Pete Bell, a college basketball coach is under a lot of pressure. His team aren't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around.",Drama,108.0,1994-02-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/upew7DDF9ueZ0Wq9jT71fPpCtiK.jpg
1639,Blue Sky,"Hank Marshall is a tough, square-jawed, straitlaced Army engineer and nuclear science expert, assigned to help conduct weapons-testing in 1950's America. Hank has become a thorn in the side of the Army, though, for a couple of very different reasons. He is an outspoken opponent of atmospheric testing, though his superiors hold contrary views and want to squelch his concerns...and his reports. The other problem is his wife, Carly. She is voluptuous and volatile, wreaking havoc in his personal life and stirring up intrigue at each new Army base.","Drama, Romance",101.0,1994-09-16,https://flixpatrol.com/runtime/cache/files/posters/g/w350/wTj6LHt0Q1ReMqLuehawOjXh0ch.jpg
1644,Body Snatchers,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.","Horror, Thriller",87.0,1993-06-09,https://flixpatrol.com/runtime/cache/files/posters/g/w350/4GLnErLrLfban9JDCOsxB9Xeegq.jpg
1673,Carlito's Way,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of NYC.","Action, Crime, Drama, Thriller",144.0,1993-11-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/tGPqPHuOCbyFxwllrYgKkPDu9xB.jpg
1676,City Slickers II: The Legend of Curly's Gold,"On Mitch Robbins 40th birthday begins quite well until he returns home and finds his brother Glen, the black sheep of the family, in his sofa. Nevertheless he is about to have a wonderful birthday-night with his wife when he discovers a treasure map of Curly by chance. Together with Phil and unfortunately with Glen he tries to find the hidden gold of Curly's father in the desert of Arizona.","Action, Comedy, Drama, Western",116.0,1994-06-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/gh0lsyJARglhpbKmnY8i8M7V5bI.jpg
1682,Cliffhanger,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.","Action, Adventure, Thriller",112.0,1993-05-28,https://flixpatrol.com/runtime/cache/files/posters/g/w350/8XefYka77ypAnPJvaVlfUGBBs4a.jpg
1690,Color of Night,"When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair.","Drama, Mystery, Romance, Thriller",121.0,1994-08-19,https://flixpatrol.com/runtime/cache/files/posters/g/w350/qvNWTJ8m65DDGr8olt1o39OQVkH.jpg
1694,Cops & Robbersons,"Hard-as-nails cop Jake Stone moves in with the Robbersons so he can watch a hitman who has moved in next door. The Hitman is one thing, but can you survive the Robberson family.","Action, Comedy, Family",93.0,1994-04-15,https://flixpatrol.com/runtime/cache/files/posters/g/w350/wnkWgFU5UcLwbExCp1YtCg5Ox4E.jpg
1719,Dave,"Bill Mitchell is the philandering and distant President of the United States. Dave Kovic is a sweet-natured and caring Temp Agency operator, who by a staggering coincidence looks exactly like the President. As such, when Mitchell wants to escape an official luncheon, the Secret Service hires Dave to stand in for him. Unfortunately, Mitchell suffers a severe stroke whilst having sex with one of his aides, and Dave finds himself stuck in the role indefinitely. The corrupt and manipulative Chief of Staff, Bob Alexander, plans to use Dave to elevate himself to the White House - but unfortunately, he doesn't count on Dave enjoying himself in office, using his luck to make the country a better place, and falling in love with the beautiful First Lady...",Comedy,110.0,1993-05-07,https://flixpatrol.com/runtime/cache/files/posters/g/w350/d8RP3iz7QVlkPAuEX4y6jMd2rC2.jpg
1722,Demolition Man,"Simon Phoenix, a violent criminal cryogenically frozen in 1996, has escaped during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor, John Spartan, who had also been cryogenically frozen when wrongfully accused of killing 30 innocent people while apprehending Phoenix.","Crime, Action",115.0,1993-10-08,https://flixpatrol.com/runtime/cache/files/posters/g/w350/k0PN3Ho12cGGIVJW7SCS7apLYaP.jpg
1807,A Good Man in Africa,"Morgan Leafy is a secretary to the British High Commissioner to an Africa nation. Leafy is a man that makes himself useful to his boss, the snobbish Arthur Fanshawe, who has no clue about what's going on around him, but who wants to use his secretary to carry on his dirty work, which involves getting one of the most powerful men in the country to do business with his country.The young secretary has an eye for beautiful women around him, especially Hazel, a native beauty, with whom he is having an affair. Things get complicated because Sam Adekunle, a man running for president of the country, wants a favor from Leafy in return after he has accepted the invitation to visit London. The proposition involves swaying a prominent doctor's opposition to a plan that will make Adenkule filthy rich.","Comedy, Drama",94.0,1994-07-14,https://flixpatrol.com/runtime/cache/files/posters/g/w350/g5GtunDYY9jqUp2loU92IoTIKWy.jpg
1810,Guilty as Sin,"Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.","Drama, Thriller",107.0,1993-06-04,https://flixpatrol.com/runtime/cache/files/posters/g/w350/hQwk4PZdDVJI6SYEEqxx4zqco0j.jpg
1816,Hard Target,"When a woman's father goes missing, she enlist a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.","Action, Adventure, Crime, Thriller",97.0,1993-08-20,https://flixpatrol.com/runtime/cache/files/posters/g/w350/6WEu60V7EzncuFJSVmGJzhFvs4I.jpg
1836,The Englishman Who Went Up a Hill But Came Down a Mountain,"When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their ""mountain"" is only a hill, the offended community sets out to remedy the situation.  The film is based on a story heard by Christopher Monger from his grandfather about the real village of Taff's Well,  in the old county of Glamorgan, and its neighbouring Garth Hill. However, due to 20th century urbanisation of the area, it was filmed in the more rural Llanrhaeadr-ym-Mochnant and Llansilin areas in Powys.","Drama, Comedy, Romance",99.0,1995-05-12,https://flixpatrol.com/runtime/cache/files/posters/g/w350/ls7KPoxNiy3IcAot3QB0oFuMtdW.jpg
1860,The Hudsucker Proxy,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,"Comedy, Drama",111.0,1994-03-11,https://flixpatrol.com/runtime/cache/files/posters/g/w350/olViHNQHPy18SOJvbAI1bXUjHXI.jpg
1862,I'll Do Anything,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.","Comedy, Drama",115.0,1994-02-04,https://flixpatrol.com/runtime/cache/files/posters/g/w350/nTDUwFB9FlNxb6yMI6qJRPNrZcd.jpg
